"Analytes","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","NormGroup"
"X13386.248","13386-248",3,"SL020103","E3 ubiquitin-protein ligase RNF34","RNF34","Q969K3","80196","RNF34","Human","RFU","Protein","20","S1"
"X13387.55","13387-55",3,"SL015293","ETS homologous factor","EHF","Q9NZC4","26298","EHF","Human","RFU","Protein","20","S1"
"X13388.57","13388-57",3,"SL012430","Neuroendocrine convertase 1","NEC1","P29120","5122","PCSK1","Human","RFU","Protein","20","S2"
"X13392.13","13392-13",3,"SL008814","Sodium/potassium-transporting ATPase subunit beta-1","AT1B1","P05026","481","ATP1B1","Human","RFU","Protein","20","S2"
"X13393.46","13393-46",3,"SL015189","Derlin-1","DERL1","Q9BUN8","79139","DERL1","Human","RFU","Protein","20","S2"
"X13399.33","13399-33",3,"SL020071","RELT-like protein 1","RELL1","Q8IUW5","768211","RELL1","Human","RFU","Protein","20","S1"
"X13403.5","13403-5",3,"SL013779","ETS translocation variant 5","ETV5","P41161","2119","ETV5","Human","RFU","Protein","20","S1"
"X13405.61","13405-61",3,"SL012422","Serine protease inhibitor Kazal-type 2","ISK2","P20155","6691","SPINK2","Human","RFU","Protein","20","S2"
"X13406.161","13406-161",3,"SL014270","CMRF35-like molecule 6","CLM6","Q08708","10871","CD300C","Human","RFU","Protein","20","S1"
"X13408.23","13408-23",3,"SL010391","WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2","WFKN2","Q8TEU8","124857","WFIKKN2","Human","RFU","Protein","20","S2"
"X13411.21","13411-21",3,"SL020111","E3 ubiquitin-protein ligase NRDP1","RNF41","Q9H4P4","10193","RNF41","Human","RFU","Protein","20","S1"
"X13412.5","13412-5",3,"SL012556","WAP four-disulfide core domain protein 6","WFDC6","Q9BQY6","140870","WFDC6","Human","RFU","Protein","20","S1"
"X13416.8","13416-8",3,"SL020086","Transmembrane protein 132D","T132D","Q14C87","121256","TMEM132D","Human","RFU","Protein","20","S2"
"X13421.17","13421-17",3,"SL020080","Protein kish-B","KISHB","Q9NRX6","56900","TMEM167B","Human","RFU","Protein","20","S1"
"X13422.66","13422-66",3,"SL012509","Ecto-NOX disulfide-thiol exchanger 2","ENOX2","Q16206","10495","ENOX2","Human","RFU","Protein","20","S1"
"X13423.94","13423-94",3,"SL008291","Redox-regulatory protein FAM213A","CJ058","Q9BRX8","84293","PRXL2A","Human","RFU","Protein","20","S1"
"X13427.66","13427-66",3,"SL008941","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC","MA1C1","Q9NR34","57134","MAN1C1","Human","RFU","Protein","20","S2"
"X13429.3","13429-3",3,"SL012827","WAP four-disulfide core domain protein 10A","WF10A","Q9H1F0","140832","WFDC10A","Human","RFU","Protein","20","S2"
"X13430.50","13430-50",3,"SL010851","Urea transporter 1","UT1","Q13336","6563","SLC14A1","Human","RFU","Protein","20","S1"
"X13431.74","13431-74",3,"SL020092","Membrane protein FAM159A","F159A","Q6UWV7","348378","SHISAL2A","Human","RFU","Protein","20","S1"
"X13432.9","13432-9",3,"SL026028","Protrudin:Cytoplasmic domain, region 1, isoform 6","ZFY27:CD region 1","Q5T4F4","118813","ZFYVE27","Human","RFU","Protein","20","S1"
"X13434.172","13434-172",3,"SL008312","Alpha-parvin","PARVA","Q9NVD7","55742","PARVA","Human","RFU","Protein","20","S2"
"X13435.31","13435-31",3,"SL005182","Interleukin-20 receptor subunit beta","IL-20 Rb","Q6UXL0","53833","IL20RB","Human","RFU","Protein","20","S1"
"X13436.54","13436-54",3,"SL020077","Myc-associated zinc finger protein","MAZ","P56270","4150","MAZ","Human","RFU","Protein","20","S2"
"X13438.115","13438-115",3,"SL007661","Chordin","CHRD","Q9H2X0","8646","CHRD","Human","RFU","Protein","20","S2"
"X13439.6","13439-6",3,"SL020093","IQ domain-containing protein F3","IQCF3","P0C7M6","401067","IQCF3","Human","RFU","Protein","20","S1"
"X13441.30","13441-30",3,"SL020107","Dixin","DIXC1","Q155Q3","85458","DIXDC1","Human","RFU","Protein","20","S1"
"X13447.42","13447-42",3,"SL020094","Shadow of prion protein","SPRN","Q5BIV9","503542","SPRN","Human","RFU","Protein","20","S2"
"X13449.25","13449-25",3,"SL020108","Splicing factor 3B subunit 4","SF3B4","Q15427","10262","SF3B4","Human","RFU","Protein","20","S1"
"X13450.49","13450-49",3,"SL020113","Ubiquitin carboxyl-terminal hydrolase 8","UBP8","P40818","9101","USP8","Human","RFU","Protein","20","S2"
"X13451.2","13451-2",3,"SL006734","Fibronectin type III domain-containing protein 4","FNDC4","Q9H6D8","64838","FNDC4","Human","RFU","Protein","20","S2"
"X13452.113","13452-113",3,"SL020075","Small integral membrane protein 13","SIM13","P0DJ93","221710","SMIM13","Human","RFU","Protein","20","S1"
"X13453.2","13453-2",3,"SL020083","39S ribosomal protein L33, mitochondrial","RM33","O75394","9553","MRPL33","Human","RFU","Protein","20","S1"
"X13457.33","13457-33",3,"SL020109","ETS-related transcription factor Elf-5","ELF5","Q9UKW6","2001","ELF5","Human","RFU","Protein","20","S1"
"X13459.30","13459-30",3,"SL016531","Torsin-4A","CI167","Q9NXH8","54863","TOR4A","Human","RFU","Protein","20","S1"
"X13460.4","13460-4",3,"SL012363","Chondroadherin","CHAD","O15335","1101","CHAD","Human","RFU","Protein","20","S2"
"X13463.1","13463-1",3,"SL007573","Peroxidasin homolog","PXDN","Q92626","7837","PXDN","Human","RFU","Protein","20","S1"
"X13464.8","13464-8",3,"SL020101","Nutritionally-regulated adipose and cardiac enriched protein homolog","NRAC","Q8N912","400258","NRAC","Human","RFU","Protein","20","S1"
"X13465.5","13465-5",3,"SL007283","Calcipressin-1","CCP1","P53805","1827","RCAN1","Human","RFU","Protein","20","S1"
"X13468.5","13468-5",3,"SL020119","Neuralized-like protein 4","NEUL4","Q96JN8","84461","NEURL4","Human","RFU","Protein","20","S2"
"X13470.43","13470-43",3,"SL014902","Parathyroid hormone/parathyroid hormone-related peptide receptor","PTH1R","Q03431","5745","PTH1R","Human","RFU","Protein","20","S1"
"X13472.35","13472-35",3,"SL016517","Haloacid dehalogenase-like hydrolase domain-containing protein 2","HDHD2","Q9H0R4","84064","HDHD2","Human","RFU","Protein","20","S2"
"X13473.55","13473-55",3,"SL020131","Inositol-trisphosphate 3-kinase A","IP3KA","P23677","3706","ITPKA","Human","RFU","Protein","20","S1"
"X13474.40","13474-40",3,"SL011317","Glutathione S-transferase kappa 1","GSTK1","Q9Y2Q3","373156","GSTK1","Human","RFU","Protein","20","S1"
"X13475.10","13475-10",3,"SL020116","Ubiquitin-conjugating enzyme E2 D4","UB2D4","Q9Y2X8","51619","UBE2D4","Human","RFU","Protein","20","S2"
"X13476.16","13476-16",3,"SL020144","DNA/RNA-binding protein KIN17","KIN17","O60870","22944","KIN","Human","RFU","Protein","20","S2"
"X13477.65","13477-65",3,"SL007448","Leukotriene B4 receptor 1","LT4R1","Q15722","1241","LTB4R","Human","RFU","Protein","20","S2"
"X13479.8","13479-8",3,"SL020149","Protein FAM171A2","F1712","A8MVW0","284069","FAM171A2","Human","RFU","Protein","20","S1"
"X13481.24","13481-24",3,"SL020143","Transcription elongation factor A protein 2","TCEA2","Q15560","6919","TCEA2","Human","RFU","Protein","20","S1"
"X13482.14","13482-14",3,"SL020129","CCR4-NOT transcription complex subunit 1","CNOT1","A5YKK6","23019","CNOT1","Human","RFU","Protein","20","S2"
"X13484.69","13484-69",3,"SL025820","Collagen alpha-1(I) chain:N-term propeptide","CO1A1:N-term propeptide","P02452","1277","COL1A1","Human","RFU","Protein","20","S1"
"X13485.20","13485-20",3,"SL020165","Transmembrane protein 87B","TM87B","Q96K49","84910","TMEM87B","Human","RFU","Protein","20","S2"
"X13486.9","13486-9",3,"SL025961","Polycystin-2:Cytoplasmic domain 1","PKD2:CD 1","Q13563","5311","PKD2","Human","RFU","Protein","20","S1"
"X13487.24","13487-24",3,"SL020148","Protein unc-93 homolog B1","UN93B","Q9H1C4","81622","UNC93B1","Human","RFU","Protein","20","S2"
"X13488.3","13488-3",3,"SL020128","Arfaptin-1","ARFP1","P53367","27236","ARFIP1","Human","RFU","Protein","20","S2"
"X13490.1","13490-1",3,"SL020136","MAGUK p55 subfamily member 6","MPP6","Q9NZW5","51678","MPP6","Human","RFU","Protein","20","S2"
"X13491.40","13491-40",3,"SL020117","Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta","PDE6D","O43924","5147","PDE6D","Human","RFU","Protein","20","S1"
"X13492.44","13492-44",3,"SL005768","Stress-70 protein, mitochondrial","HSPA9B","P38646","3313","HSPA9","Human","RFU","Protein","20","S2"
"X13493.5","13493-5",3,"SL020164","Glutamate receptor ionotropic, delta-1","GRID1","Q9ULK0","2894","GRID1","Human","RFU","Protein","20","S1"
"X13494.6","13494-6",3,"SL020154","Ceramide synthase 5","CERS5","Q8N5B7","91012","CERS5","Human","RFU","Protein","20","S1"
"X13495.48","13495-48",3,"SL020147","Hydroxycarboxylic acid receptor 2","HCAR2","Q8TDS4","338442","HCAR2","Human","RFU","Protein","20","S2"
"X13496.19","13496-19",3,"SL020125","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","HMCS1","Q01581","3157","HMGCS1","Human","RFU","Protein","20","S1"
"X13497.34","13497-34",3,"SL020138","Eukaryotic translation initiation factor 3 subunit J","EIF3J","O75822","8669","EIF3J","Human","RFU","Protein","20","S1"
"X13498.1","13498-1",3,"SL020130","Inositol oxygenase","MIOX","Q9UGB7","55586","MIOX","Human","RFU","Protein","20","S1"
"X13499.30","13499-30",3,"SL000359","Coagulation Factor VIII","Coagulation Factor VIII","P00451","2157","F8","Human","RFU","Protein","20","S2"
"X13501.10","13501-10",3,"SL020163","Solute carrier family 35 member G2","S35G2","Q8TBE7","80723","SLC35G2","Human","RFU","Protein","20","S2"
"X13502.2","13502-2",3,"SL020153","Sodium-independent sulfate anion transporter","S2611","Q86WA9","284129","SLC26A11","Human","RFU","Protein","20","S1"
"X13503.19","13503-19",3,"SL007985","PRA1 family protein 3","PRAF3","O75915","10550","ARL6IP5","Human","RFU","Protein","20","S2"
"X13504.147","13504-147",3,"SL013259","Heterogeneous nuclear ribonucleoprotein R","HNRPR","O43390","10236","HNRNPR","Human","RFU","Protein","20","S2"
"X13506.10","13506-10",3,"SL020145","tRNA-dihydrouridine(20) synthase [NAD(P)+]-like","DUS2L","Q9NX74","54920","DUS2","Human","RFU","Protein","20","S1"
"X13509.5","13509-5",3,"SL020162","Secretory carrier-associated membrane protein 5","SCAM5","Q8TAC9","192683","SCAMP5","Human","RFU","Protein","20","S1"
"X13510.7","13510-7",3,"SL011088","Sarcoplasmic/endoplasmic reticulum calcium ATPase 3","AT2A3","Q93084","489","ATP2A3","Human","RFU","Protein","20","S2"
"X13511.29","13511-29",3,"SL009828","DNA-binding protein SATB1","SATB1","Q01826","6304","SATB1","Human","RFU","Protein","20","S1"
"X13512.28","13512-28",3,"SL013259","Heterogeneous nuclear ribonucleoprotein R","HNRPR","O43390","10236","HNRNPR","Human","RFU","Protein","20","S1"
"X13513.174","13513-174",3,"SL020133","E3 SUMO-protein ligase PIAS3","PIAS3","Q9Y6X2","10401","PIAS3","Human","RFU","Protein","20","S1"
"X13515.8","13515-8",3,"SL020146","Regulation of nuclear pre-mRNA domain-containing protein 1A","RPR1A","Q96P16","55197","RPRD1A","Human","RFU","Protein","20","S1"
"X13516.46","13516-46",3,"SL016509","ER membrane protein complex subunit 4","TMM85","Q5J8M3","51234","EMC4","Human","RFU","Protein","20","S2"
"X13517.3","13517-3",3,"SL020152","Patched domain-containing protein 3","PTHD3","Q3KNS1","374308","PTCHD3","Human","RFU","Protein","20","S1"
"X13518.5","13518-5",3,"SL014608","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2","ASAP2","O43150","8853","ASAP2","Human","RFU","Protein","20","S2"
"X13519.112","13519-112",3,"SL020123","Rho guanine nucleotide exchange factor 25","ARHGP","Q86VW2","115557","ARHGEF25","Human","RFU","Protein","20","S1"
"X13522.20","13522-20",3,"SL007318","Visinin-like protein 1","VISL1","P62760","7447","VSNL1","Human","RFU","Protein","20","S2"
"X13524.25","13524-25",3,"SL020161","Heparan-sulfate 6-O-sulfotransferase 2","H6ST2","Q96MM7","90161","HS6ST2","Human","RFU","Protein","20","S1"
"X13525.17","13525-17",3,"SL020151","Potassium voltage-gated channel subfamily G member 4","KCNG4","Q8TDN1","93107","KCNG4","Human","RFU","Protein","20","S1"
"X13526.5","13526-5",3,"SL025914","Lupus La protein:RNA recognition motif","LA:RRM","P05455","6741","SSB","Human","RFU","Protein","20","S2"
"X13529.39","13529-39",3,"SL020132","Nucleosome assembly protein 1-like 2","NP1L2","Q9ULW6","4674","NAP1L2","Human","RFU","Protein","20","S2"
"X13530.5","13530-5",3,"SL020120","Urotensin-2 receptor","UR2R","Q9UKP6","2837","UTS2R","Human","RFU","Protein","20","S1"
"X13532.25","13532-25",3,"SL020160","Nuclear envelope phosphatase-regulatory subunit 1","NEPR1","Q8N9A8","255919","CNEP1R1","Human","RFU","Protein","20","S1"
"X13534.20","13534-20",3,"SL008132","Myomesin-2","MYOM2","P54296","9172","MYOM2","Human","RFU","Protein","20","S1"
"X13535.2","13535-2",3,"SL025805","Collagen type IV alpha-3-binding protein:PH domain","C43BP:PH domain","Q9Y5P4","10087","CERT1","Human","RFU","Protein","20","S2"
"X13536.56","13536-56",3,"SL020124","DNA polymerase iota","POLI","Q9UNA4","11201","POLI","Human","RFU","Protein","20","S1"
"X13539.131","13539-131",3,"SL020168","Small conductance calcium-activated potassium channel protein 1","KCNN1","Q92952","3780","KCNN1","Human","RFU","Protein","20","S1"
"X13540.1","13540-1",3,"SL020159","G-protein coupled receptor 26","GPR26","Q8NDV2","2849","GPR26","Human","RFU","Protein","20","S1"
"X13541.1","13541-1",3,"SL016488","Myc target protein 1","MYCT1","Q8N699","80177","MYCT1","Human","RFU","Protein","20","S1"
"X13543.7","13543-7",3,"SL005407","Prostaglandin reductase 1","LTB4DH","Q14914","22949","PTGR1","Human","RFU","Protein","20","S1"
"X13544.9","13544-9",3,"SL011276","Rho GTPase-activating protein 45","HMHA1","Q92619","23526","ARHGAP45","Human","RFU","Protein","20","S2"
"X13545.97","13545-97",3,"SL013206","Probable RNA-binding protein EIF1AD","EIF1A","Q8N9N8","84285","EIF1AD","Human","RFU","Protein","20","S1"
"X13547.5","13547-5",3,"SL019581","5-hydroxytryptamine receptor 7","5HT7R","P34969","3363","HTR7","Human","RFU","Protein","20","S2"
"X13548.53","13548-53",3,"SL020158","Phosphatidate phosphatase PPAPDC1A","PPC1A","Q5VZY2","196051","PLPP4","Human","RFU","Protein","20","S1"
"X13549.15","13549-15",3,"SL020150","Disintegrin and metalloproteinase domain-containing protein 29","ADA29","Q9UKF5","11086","ADAM29","Human","RFU","Protein","20","S1"
"X13552.7","13552-7",3,"SL010879","Switch-associated protein 70","SWP70","Q9UH65","23075","SWAP70","Human","RFU","Protein","20","S2"
"X13553.4","13553-4",3,"SL020126","DCN1-like protein 3","DCNL3","Q8IWE4","123879","DCUN1D3","Human","RFU","Protein","20","S1"
"X13554.78","13554-78",3,"SL020118","Replication initiator 1","REPI1","Q9BWE0","29803","REPIN1","Human","RFU","Protein","20","S1"
"X13556.28","13556-28",3,"SL020157","5-hydroxytryptamine receptor 2A","5HT2A","P28223","3356","HTR2A","Human","RFU","Protein","20","S1"
"X13557.3","13557-3",3,"SL004802","Nectin-3","Nectin 3","Q9NQS3","25945","NECTIN3","Human","RFU","Protein","20","S1"
"X13561.5","13561-5",3,"SL020176","5-hydroxytryptamine receptor 6","5HT6R","P50406","3362","HTR6","Human","RFU","Protein","20","S1"
"X13563.259","13563-259",3,"SL020184","Acyl-CoA-binding domain-containing protein 7","ACBD7","Q8N6N7","414149","ACBD7","Human","RFU","Protein","20","S2"
"X13565.2","13565-2",3,"SL003760","Retinoblastoma-like protein 2","p130","Q08999","5934","RBL2","Human","RFU","Protein","20","S2"
"X13566.2","13566-2",3,"SL020204","RNA polymerase II subunit A C-terminal domain phosphatase SSU72","SSU72","Q9NP77","29101","SSU72","Human","RFU","Protein","20","S2"
"X13568.30","13568-30",3,"SL011203","26S proteasome non-ATPase regulatory subunit 4","PSMD4","P55036","5710","PSMD4","Human","RFU","Protein","20","S2"
"X13570.43","13570-43",3,"SL008163","Vigilin","VIGLN","Q00341","3069","HDLBP","Human","RFU","Protein","20","S1"
"X13572.43","13572-43",3,"SL010941","26S proteasome non-ATPase regulatory subunit 11","PSD11","O00231","5717","PSMD11","Human","RFU","Protein","20","S2"
"X13573.5","13573-5",3,"SL004616","Actin-related protein 2/3 complex subunit 3","p21-ARC","O15145","10094","ARPC3","Human","RFU","Protein","20","S2"
"X13574.50","13574-50",3,"SL020205","Rho-related GTP-binding protein Rho6","RND1","Q92730","27289","RND1","Human","RFU","Protein","20","S1"
"X13575.40","13575-40",3,"SL020209","Segment polarity protein dishevelled homolog DVL-2","DVL2","O14641","1856","DVL2","Human","RFU","Protein","20","S2"
"X13576.15","13576-15",3,"SL003643","Glutathione S-transferase P","Glutathione S-transferase Pi","P09211","2950","GSTP1","Human","RFU","Protein","20","S2"
"X13577.25","13577-25",3,"SL017896","Splicing factor U2AF 65 kDa subunit","U2AF2","P26368","11338","U2AF2","Human","RFU","Protein","20","S2"
"X13578.98","13578-98",3,"SL020134","Actin-binding LIM protein 3","ABLM3","O94929","22885","ABLIM3","Human","RFU","Protein","20","S1"
"X13580.2","13580-2",3,"SL009232","UDP-N-acetylhexosamine pyrophosphorylase","Sperm-associated antigen 2","Q16222","6675","UAP1","Human","RFU","Protein","20","S1"
"X13583.19","13583-19",3,"SL003661","Apoptotic protease-activating factor 1","Apaf-1","O14727","317","APAF1","Human","RFU","Protein","20","S2"
"X13587.10","13587-10",3,"SL005989","Rac GTPase-activating protein 1","RGAP1","Q9H0H5","29127","RACGAP1","Human","RFU","Protein","20","S2"
"X13588.11","13588-11",3,"SL020193","Annexin A9","ANXA9","O76027","8416","ANXA9","Human","RFU","Protein","20","S1"
"X13589.10","13589-10",3,"SL025798","Amyloid beta A4 precursor protein-binding family B member 3:Phosphotyrosine Interaction Domain 2, Isoform IV","APBB3:PID 2","O95704","10307","APBB3","Human","RFU","Protein","20","S2"
"X13590.1","13590-1",3,"SL020207","Oligoribonuclease, mitochondrial","ORN","Q9Y3B8","25996","REXO2","Human","RFU","Protein","20","S2"
"X13591.31","13591-31",3,"SL020210","DNA primase small subunit","PRI1","P49642","5557","PRIM1","Human","RFU","Protein","20","S1"
"X13594.158","13594-158",3,"SL020181","ADP-ribosylation factor-binding protein GGA1","GGA1","Q9UJY5","26088","GGA1","Human","RFU","Protein","20","S2"
"X13595.20","13595-20",3,"SL020185","Thiamine-triphosphatase","THTPA","Q9BU02","79178","THTPA","Human","RFU","Protein","20","S2"
"X13596.3","13596-3",3,"SL006957","Ras-related protein Rab-27B","RB27B","O00194","5874","RAB27B","Human","RFU","Protein","20","S1"
"X13597.20","13597-20",3,"SL014934","Ras-related protein Rab-31","RAB31","Q13636","11031","RAB31","Human","RFU","Protein","20","S2"
"X13599.15","13599-15",3,"SL020211","Rab9 effector protein with kelch motifs","RABEK","Q7Z6M1","10244","RABEPK","Human","RFU","Protein","20","S1"
"X13602.6","13602-6",3,"SL013050","NHP2-like protein 1","NH2L1","P55769","4809","SNU13","Human","RFU","Protein","20","S2"
"X13603.7","13603-7",3,"SL020186","Rieske domain-containing protein","RFESD","Q8TAC1","317671","RFESD","Human","RFU","Protein","20","S2"
"X13604.27","13604-27",3,"SL020194","E3 ubiquitin-protein ligase NEURL1","NEUL1","O76050","9148","NEURL1","Human","RFU","Protein","20","S1"
"X13605.16","13605-16",3,"SL015314","Annexin A10","ANX10","Q9UJ72","11199","ANXA10","Human","RFU","Protein","20","S2"
"X13609.11","13609-11",3,"SL007326","General transcription factor II-I","GTF2I","P78347","2969","GTF2I","Human","RFU","Protein","20","S2"
"X13610.9","13610-9",3,"SL005065","Melanoma-associated antigen 10","MAGE-10","P43363","4109","MAGEA10","Human","RFU","Protein","20","S2"
